100,0.3,2,76,96
15,21,2
26,21,2
80,1,1
55,66,1
18,26,1
71,29,2
26,39,2
47,62,2
71,38,1
28,76,2
29,41,1
19,18,1
11,14,2
63,52,2
9,81,1
21,46,2
69,95,2
84,4,1
95,4,1
33,20,2
75,35,2
60,46,2
40,77,2
64,7,2
21,73,1
44,38,2
56,3,1
52,51,1
87,18,1
10,45,2
56,12,2
37,17,1
34,30,1
38,0,2
49,0,1
35,65,2
43,87,1
38,18,1
35,83,2
59,50,1
71,15,1
35,92,1
47,57,2
82,24,1
36,66,2
9,49,1
16,97,2
57,98,1
70,68,2
47,75,2
30,4,1
83,7,1
94,7,1
11,0,1
91,20,1
29,36,1
92,74,1
92,83,1
21,41,2
63,56,2
60,32,2
44,15,1
42,82,2
45,7,1
2,36,1
86,17,2
54,83,2
43,55,1
84,93,2
97,35,1
4,82,2
14,28,2
55,29,2
35,60,2
49,4,1
55,38,1
32,82,1
15,11,2
43,82,2
18,7,2
70,45,2
96,94,1
79,23,2
90,23,2
70,54,2
48,17,1
82,28,1
46,93,2
82,37,2
60,0,2
83,2,2
40,31,1
77,71,1
82,46,2
58,76,2
75,7,2
69,76,2
6,47,1
81,50,2
33,10,2
2,22,2
39,71,2
74,38,2
81,86,2
2,31,1
39,80,1
34,11,1
12,63,2
56,20,2
93,69,1
43,50,2
59,13,2
51,72,2
70,22,1
4,86,1
14,32,1
12,99,1
99,67,1
1,71,1
18,2,2
48,3,1
82,5,1
28,34,2
65,74,1
65,83,2
55,60,1
29,8,1
47,65,2
49,84,1
77,66,2
68,97,2
6,33,1
63,37,2
58,71,2
7,96,2
29,44,1
42,63,1
21,40,1
73,41,1
50,76,1
19,79,2
93,28,1
61,94,1
81,63,2
53,1,2
39,66,2
2,26,1
54,64,2
73,77,1
45,6,2
23,58,1
14,0,2
67,3,1
32,36,2
24,32,2
43,36,2
3,9,1
4,63,2
67,12,1
55,19,2
24,59,2
45,91,2
96,75,1
70,35,1
71,0,2
82,0,2
55,46,1
88,71,2
65,87,1
76,87,1
6,10,1
65,96,1
21,8,2
17,56,1
29,21,1
83,1,1
5,63,2
69,66,1
15,95,1
21,35,2
19,65,1
51,17,2
74,19,2
20,48,2
66,15,2
27,96,1
93,32,2
91,99,2
2,21,1
39,79,1
85,46,1
14,4,1
84,78,1
23,71,1
35,36,2
59,3,1
43,49,1
95,87,2
59,12,1
99,48,2
96,61,1
64,90,2
36,19,1
4,85,2
55,32,2
24,63,2
65,64,1
34,95,1
79,8,2
17,24,2
28,24,1
55,41,2
38,65,2
63,9,2
58,43,2
69,43,1
5,49,2
92,54,1
81,17,1
38,83,1
50,48,2
68,96,1
40,25,1
98,97,1
93,0,2
39,29,1
8,60,2
19,60,2
30,60,2
73,40,1
8,69,1
19,69,1
30,69,2
51,12,2
74,23,1
60,88,2
83,90,2
12,48,1
85,32,1
97,6,1
51,48,2
87,69,2
32,44,1
43,44,1
70,7,2
24,49,1
36,14,1
16,45,1
35,58,2
5,17,1
58,29,1
29,2,1
40,2,2
38,69,2
81,12,1
15,76,2
38,87,1
49,87,1
50,52,1
79,88,1
8,46,2
30,46,1
81,30,1
90,97,2
7,90,1
8,55,2
18,90,1
54,22,2
30,55,1
31,29,2
0,69,2
11,69,1
74,18,1
39,60,1
35,8,2
0,87,2
41,88,1
13,17,1
87,55,2
43,30,1
96,33,1
75,90,2
97,10,2
35,26,1
10,91,2
88,29,2
34,58,2
53,71,1
76,36,1
56,67,2
35,44,2
53,80,2
22,74,1
5,3,2
28,5,1
5,12,2
17,14,1
37,81,2
22,92,1
45,94,1
50,20,1
9,28,2
46,77,1
18,58,2
26,71,2
61,38,1
79,74,1
90,74,1
27,45,2
61,47,2
69,60,1
19,41,2
71,79,2
50,56,1
79,83,2
79,92,1
30,50,2
81,34,1
0,46,1
11,46,1
18,94,1
94,62,1
0,55,1
11,55,2
73,39,1
66,0,1
6,98,2
23,38,2
60,87,1
13,12,2
94,98,1
4,43,2
84,63,1
75,94,1
1,19,1
64,57,1
99,33,1
64,75,2
87,77,1
46,36,1
76,49,2
49,32,2
17,9,1
69,58,1
65,58,2
9,5,1
58,19,1
49,50,1
78,86,1
98,64,1
49,59,2
50,24,2
7,62,2
69,46,1
26,75,1
47,98,1
71,65,2
71,74,2
0,32,1
62,16,1
48,81,2
39,23,2
29,77,2
31,19,2
41,60,1
83,75,1
41,69,2
32,11,2
95,49,2
35,7,1
88,19,2
56,48,1
64,61,1
85,93,1
25,88,2
3,51,1
77,0,2
10,99,1
64,70,2
76,44,1
92,7,1
38,36,1
67,72,1
86,85,2
26,43,1
46,58,1
80,23,2
14,87,1
55,88,2
97,94,1
58,32,2
69,32,1
7,57,1
42,24,1
26,70,1
8,31,2
71,69,1
18,75,2
8,40,2
54,7,1
19,40,1
0,36,2
23,1,2
11,36,2
71,87,2
82,87,2
21,77,1
23,19,1
83,70,2
87,31,2
60,77,2
4,24,1
44,60,1
35,2,2
96,18,1
34,43,2
52,91,2
87,58,2
44,87,1
76,30,1
10,94,1
49,13,2
65,39,1
38,22,2
58,0,2
15,29,2
27,3,2
50,5,2
86,89,2
14,82,1
89,85,2
50,14,1
59,81,1
19,8,2
61,23,1
36,88,1
71,55,1
26,65,2
50,32,1
63,51,1
7,61,2
8,26,2
18,61,2
19,26,2
62,6,1
42,28,1
19,35,1
47,97,1
79,77,2
11,31,1
0,31,2
8,44,2
19,44,1
30,44,2
83,47,1
87,8,2
84,30,2
95,30,2
44,46,2
87,26,1
52,59,1
75,61,1
45,20,2
87,35,1
4,28,2
41,77,1
2,58,1
96,22,2
44,82,1
45,47,1
76,34,2
49,17,2
66,88,2
14,59,1
77,8,2
38,26,2
43,95,1
38,35,2
55,69,2
86,84,2
16,96,2
49,44,2
78,89,2
27,16,1
90,54,1
18,47,1
82,50,1
0,8,1
70,94,2
82,59,1
73,1,2
9,84,2
60,31,2
11,26,1
60,58,2
2,44,1
87,30,1
34,24,2
56,24,2
2,53,2
65,2,2
33,68,2
52,72,2
93,82,2
76,11,1
56,42,2
85,78,1
2,71,1
25,73,2
56,51,2
68,16,2
2,80,1
43,81,1
67,48,1
97,61,1
15,19,1
92,1,2
3,63,1
49,30,1
24,95,2
80,8,2
36,60,1
16,91,1
79,40,1
71,36,1
89,84,2
98,62,2
42,9,2
36,87,1
48,52,2
5,81,1
47,96,1
