300,0.3,20,236,247
247,26,6
68,283,5
16,93,16
250,31,16
296,147,2
241,211,19
144,278,17
56,165,8
42,267,16
74,219,16
201,260,14
261,45,14
206,109,17
178,276,16
200,35,20
236,217,8
203,40,20
222,53,11
263,91,20
273,284,3
56,286,19
97,287,12
185,171,4
243,112,7
14,289,13
143,174,16
96,99,17
297,89,17
132,281,15
206,230,4
7,286,12
29,45,11
221,215,17
207,51,18
152,115,18
97,179,17
83,281,13
64,2,9
210,56,15
41,284,7
242,274,14
8,107,13
25,276,15
283,46,3
187,109,15
71,163,11
57,228,9
90,176,14
272,153,20
263,104,5
230,156,19
254,284,6
161,56,20
92,222,18
4,109,5
45,110,11
78,58,3
64,123,15
210,177,15
96,112,7
154,282,4
228,2,13
85,182,17
11,4,1
286,172,9
131,298,7
112,56,6
131,69,7
184,161,9
203,174,18
101,126,16
1,188,8
216,113,7
161,177,4
191,56,10
75,110,2
112,177,4
277,244,6
258,2,10
115,182,1
193,250,7
110,252,17
163,115,6
223,129,9
135,16,7
295,5,18
121,118,15
98,134,15
258,123,13
188,293,17
155,116,9
64,257,6
287,6,13
130,59,2
75,123,6
223,21,6
176,175,16
80,201,1
93,140,3
5,27,13
79,13,2
225,67,1
63,5,11
238,6,5
21,8,16
188,185,7
86,137,19
265,139,11
204,129,14
262,70,8
267,185,4
294,22,9
280,124,15
183,191,4
12,80,10
265,260,13
130,72,12
42,188,3
47,266,19
80,214,12
229,14,15
93,153,10
5,40,3
151,94,12
156,209,20
49,83,8
123,32,17
109,134,4
183,83,8
62,22,15
26,99,11
12,201,11
218,40,8
75,257,16
190,207,1
148,210,14
0,83,2
160,35,18
201,73,11
159,76,11
178,89,11
95,91,7
26,220,19
172,274,8
287,261,2
273,97,19
89,276,13
56,99,20
264,277,7
229,27,6
160,156,10
113,81,10
90,97,18
95,212,8
236,151,20
169,161,19
134,140,10
172,166,14
72,228,13
287,153,3
180,256,2
39,51,20
240,41,17
111,156,8
234,263,10
294,277,3
206,164,18
252,280,2
49,217,7
164,167,8
269,220,5
70,276,8
111,277,1
143,229,6
143,0,1
187,43,10
173,108,13
118,172,2
159,210,4
11,46,14
272,87,9
217,151,19
136,226,15
34,215,12
208,102,5
175,154,17
240,283,6
212,221,12
64,57,20
243,288,17
124,108,7
55,237,12
270,162,11
187,164,14
132,228,8
252,293,11
16,282,14
38,41,3
184,95,5
194,59,8
279,103,7
224,167,2
298,116,2
108,221,16
8,283,8
94,57,7
154,108,12
145,288,2
52,60,13
112,111,14
258,165,11
103,291,7
263,280,6
175,167,3
276,219,1
6,129,2
246,47,12
210,124,10
215,239,15
112,232,7
217,285,6
258,286,11
198,6,3
258,57,12
268,250,20
161,124,14
73,240,2
18,75,6
133,62,8
174,63,14
237,119,2
182,183,6
223,184,8
75,57,14
283,235,13
214,135,2
126,251,7
200,237,8
52,73,20
112,124,10
244,14,14
288,286,11
54,119,9
288,57,9
265,73,19
42,1,10
61,14,1
181,79,9
24,132,9
165,71,5
156,22,4
73,253,7
232,17,13
77,143,3
42,122,19
66,250,9
93,87,14
198,140,1
137,130,15
109,68,5
169,82,17
100,248,5
12,135,13
158,189,9
177,202,12
125,12,8
75,191,2
278,25,20
47,92,19
33,194,6
281,30,10
234,184,4
192,187,7
51,211,3
95,254,3
81,90,8
67,192,3
254,18,3
190,262,20
264,211,9
102,149,11
281,151,5
181,213,6
19,151,16
220,141,11
294,90,5
13,77,10
63,194,12
266,28,4
137,143,13
178,144,13
35,95,1
7,33,7
153,87,9
287,87,7
70,89,3
245,90,11
190,154,9
284,18,18
14,157,19
102,41,18
88,143,17
294,211,16
239,275,11
49,151,1
90,152,14
62,90,1
136,39,9
153,208,14
139,44,8
39,106,11
180,82,10
185,160,13
231,276,13
243,101,12
102,162,10
229,203,7
248,216,14
187,206,14
206,219,15
173,42,4
118,106,5
178,157,6
123,221,7
250,262,9
62,211,4
208,265,7
241,213,1
134,87,8
34,149,12
208,36,1
282,214,8
125,267,4
259,267,5
37,154,19
185,52,11
138,206,9
157,219,9
102,283,10
124,42,8
69,106,3
41,273,5
215,160,5
108,34,19
8,96,18
41,44,14
187,98,1
178,278,15
30,114,17
71,152,12
136,281,10
103,104,18
48,168,13
20,106,18
92,211,14
56,288,6
9,213,2
64,112,6
138,98,10
231,289,4
96,101,9
242,155,14
233,106,17
30,6,3
112,45,1
203,163,8
185,294,6
224,222,9
50,106,20
91,107,18
55,184,9
94,112,12
261,289,3
85,63,1
30,127,3
186,115,2
43,66,3
175,222,10
15,4,19
87,109,13
254,286,20
133,225,19
298,63,5
154,284,1
71,286,12
286,174,6
258,112,12
222,189,7
87,230,9
290,64,18
87,1,4
207,295,5
174,118,12
205,222,13
210,71,20
75,112,1
38,230,18
272,168,17
277,246,12
10,131,11
170,120,5
15,246,16
189,133,13
1,82,12
257,8,16
288,112,10
40,10,1
207,187,15
292,2,15
108,181,12
116,5,12
140,133,13
79,123,14
63,115,9
137,64,4
101,141,19
128,15,11
114,80,6
274,69,4
45,246,18
293,82,12
193,144,10
265,249,4
89,23,15
75,125,12
223,252,3
267,66,17
211,134,7
63,7,5
285,83,17
202,85,5
155,10,15
