100,0.2,50,42,47
15,21,41
98,46,26
61,6,50
91,7,21
17,67,19
55,93,49
17,94,41
61,91,24
84,13,8
41,42,2
87,9,17
81,78,25
14,15,2
23,91,11
55,43,20
35,74,49
1,81,13
18,21,47
55,79,30
40,27,29
29,45,19
75,12,41
9,76,34
44,33,42
30,98,31
3,1,14
20,90,5
67,31,29
24,60,40
70,27,13
15,2,23
90,41,13
91,6,8
63,24,50
47,70,18
82,46,35
83,20,42
61,81,24
44,10,26
75,25,7
81,59,41
8,84,45
19,84,23
25,24,9
62,73,29
34,11,22
86,12,47
20,76,34
31,85,42
22,27,18
23,81,49
84,97,46
12,90,32
4,86,27
97,48,5
47,29,30
88,67,29
96,80,15
1,80,26
88,85,22
79,27,31
71,23,30
82,23,32
91,1,9
38,84,7
77,66,31
40,26,21
42,72,30
50,94,47
74,24,35
51,31,46
25,28,18
0,93,8
97,7,16
66,38,8
74,60,37
20,89,46
32,54,39
1,57,37
43,72,37
24,68,22
96,84,35
36,42,13
49,79,20
6,19,4
69,75,18
6,46,1
80,84,38
61,80,19
91,81,34
73,54,8
51,17,24
8,83,9
54,50,15
20,57,5
43,40,50
78,7,23
84,78,47
64,81,44
1,61,2
28,24,22
77,38,18
92,36,5
9,29,32
82,13,25
57,78,1
46,96,5
98,97,8
26,90,33
79,93,3
42,71,38
8,78,15
19,78,28
20,43,18
0,83,43
43,26,34
0,92,42
23,57,32
84,64,27
55,0,8
84,82,28
36,5,5
84,91,36
99,52,29
5,8,29
76,59,35
48,6,10
77,42,40
46,73,45
63,4,22
15,67,7
38,78,24
15,85,33
91,71,31
42,66,37
54,31,3
30,73,22
83,76,46
19,82,22
12,43,1
4,39,39
84,59,33
32,30,31
72,66,22
23,61,18
55,4,50
24,35,22
64,71,23
34,67,13
99,47,12
47,18,2
99,56,11
69,24,36
48,1,35
38,64,12
18,58,24
81,7,45
21,2,7
58,51,29
27,45,13
90,83,11
7,76,26
8,41,41
69,60,47
98,96,2
91,57,48
31,15,34
54,17,6
51,2,22
74,4,8
6,98,46
11,73,43
23,38,5
13,3,22
94,89,38
95,54,36
41,83,33
88,15,5
1,19,15
64,57,43
34,62,46
77,5,6
46,54,18
37,85,13
49,68,5
98,82,35
19,36,37
81,20,36
42,38,31
50,51,30
48,81,25
94,48,3
71,83,7
0,41,23
23,6,40
30,54,42
83,57,12
75,53,2
87,27,45
51,15,49
32,11,14
44,65,38
87,45,40
99,10,13
76,26,22
37,62,50
38,36,30
58,14,4
80,23,2
98,59,14
77,36,18
90,55,43
81,6,10
71,78,27
63,74,30
23,1,46
75,39,24
82,96,39
20,23,35
87,22,46
6,97,14
57,8,5
45,70,17
97,71,17
3,64,5
89,76,17
98,54,29
3,82,3
19,8,24
82,64,27
5,91,17
29,58,31
63,60,19
9,89,45
83,38,37
84,3,24
54,11,16
23,5,18
82,91,14
29,94,2
53,24,21
2,58,2
2,67,7
99,18,27
37,34,18
56,47,31
38,8,20
97,57,49
2,85,26
46,30,42
69,4,31
7,20,42
1,98,46
18,29,35
50,9,14
86,93,28
7,38,12
19,3,47
71,41,15
36,83,16
18,56,39
17,88,43
71,77,20
21,58,35
84,7,26
12,0,1
41,36,17
60,49,19
6,78,5
64,19,43
95,34,16
53,28,15
62,95,49
73,95,1
33,68,13
57,7,44
34,51,15
51,85,22
7,6,2
66,92,18
79,40,18
90,40,37
42,0,17
71,36,38
36,78,43
59,89,4
48,61,6
60,35,40
11,30,47
6,64,36
61,98,16
95,11,49
64,5,10
6,82,28
10,52,34
96,3,50
97,38,48
22,44,43
46,11,46
7,1,15
59,48,48
7,19,25
59,57,11
1,97,33
98,48,40
77,92,43
83,23,24
6,59,9
41,26,5
80,97,17
60,39,11
84,6,36
29,70,30
39,74,15
81,89,4
56,14,31
81,98,8
12,93,39
57,6,4
26,0,21
79,12,17
7,5,20
71,8,25
15,18,20
18,14,23
94,9,23
5,71,2
17,73,43
69,74,25
63,49,15
41,12,13
81,57,39
50,88,33
84,1,16
61,97,25
8,91,40
19,91,46
93,40,2
10,33,18
81,84,19
64,13,47
97,19,13
35,53,6
98,11,24
55,40,16
55,49,2
67,51,36
1,78,1
13,80,42
47,45,12
76,81,17
79,25,16
38,91,3
5,66,1
63,35,47
41,7,19
5,84,12
29,51,6
52,16,20
93,26,7
30,95,20
64,8,5
32,34,31
66,36,3
20,78,48
97,23,11
20,87,12
24,39,49
35,39,47
85,67,15
55,26,26
96,64,46
67,37,11
1,64,12
43,79,39
24,75,11
71,7,4
47,58,36
48,23,38
91,3,23
80,64,28
7,89,45
80,82,15
80,91,21
41,20,45
44,16,5
42,83,25
54,48,47
61,96,27
91,97,10
0,86,34
78,5,45
59,1,9
72,83,29
36,8,18
72,92,24
78,23,29
89,23,29
64,97,35
17,31,19
47,44,12
6,3,23
26,79,48
77,72,7
61,64,38
50,73,42
54,34,25
61,82,48
0,72,10
2,14,35
39,63,32
0,90,21
12,55,37
75,93,49
84,71,47
23,64,2
4,60,20
87,76,39
87,94,37
59,23,20
76,57,6
34,88,11
57,71,41
57,89,20
26,83,31
21,14,40
69,63,26
61,59,43
19,71,43
39,49,32
19,80,49
2,18,49
85,34,48
97,8,34
53,60,45
53,69,19
45,65,37
64,78,41
36,7,22
76,43,13
88,54,41
46,48,45
57,48,27
65,70,50
82,1,18
92,42,31
38,71,32
57,84,42
69,49,35
7,83,41
91,64,18
19,57,10
8,66,47
83,78,41
51,18,42
