100,0.2,2,65,82
90,24,2
15,30,1
90,33,2
7,26,2
71,29,2
98,46,2
63,25,1
18,35,1
47,71,2
70,73,1
91,16,2
8,9,2
30,9,2
5,74,1
63,52,2
77,99,1
63,61,1
9,90,2
14,24,2
57,4,2
32,69,1
74,84,2
35,65,1
96,90,1
16,88,2
59,68,2
17,62,1
36,75,1
94,7,1
91,29,2
83,25,1
5,87,1
33,15,1
33,24,1
25,20,2
10,40,2
20,81,2
98,0,1
23,95,1
13,60,1
70,27,2
85,79,2
51,86,1
36,34,2
24,78,2
98,27,1
17,39,2
28,48,2
24,96,2
71,28,2
83,2,2
17,75,2
52,5,1
48,53,2
83,20,2
80,85,1
61,90,1
72,1,1
62,73,2
85,38,2
81,86,1
54,78,2
66,52,2
23,81,1
43,59,2
66,61,2
95,97,1
14,32,1
51,81,1
70,31,1
1,71,2
88,76,1
47,56,1
41,0,1
81,45,2
50,76,2
0,75,1
53,1,1
31,62,2
11,93,1
3,0,1
51,49,1
24,32,1
14,9,2
84,83,1
95,83,2
96,66,1
59,35,2
90,13,2
36,51,2
48,16,2
28,47,2
46,92,1
5,63,1
62,27,2
81,49,1
0,70,2
12,44,1
2,21,1
43,22,1
39,70,1
20,66,1
66,33,2
97,11,1
35,27,2
55,5,2
97,20,2
47,10,2
23,89,1
34,86,2
45,86,2
45,95,2
90,8,2
38,65,1
49,83,2
77,65,2
15,90,1
90,93,1
42,53,1
80,79,1
82,98,2
27,73,1
19,69,2
93,18,2
54,45,2
83,81,2
20,52,1
84,55,2
75,86,2
32,26,1
23,57,2
72,71,2
67,2,2
67,11,2
23,75,2
56,72,2
1,47,2
1,56,1
36,23,2
65,68,1
76,77,1
9,24,2
99,79,2
46,82,1
49,87,1
54,13,1
26,94,1
27,59,1
81,39,2
93,13,1
83,67,2
39,51,1
11,78,1
13,8,2
24,8,1
51,34,1
87,55,2
64,62,1
10,91,2
33,93,2
45,67,2
1,42,1
88,47,2
57,41,2
3,70,1
64,98,1
5,21,2
86,95,2
48,1,2
61,20,1
92,44,1
18,67,2
62,12,1
81,34,1
71,88,2
63,84,1
93,8,1
73,39,2
40,91,1
85,22,1
52,83,2
24,30,2
25,84,1
36,4,1
57,36,1
34,89,1
97,90,2
89,86,1
5,25,2
38,59,1
89,95,2
98,73,1
81,2,1
15,66,2
27,31,2
42,29,2
90,78,2
42,47,2
39,23,1
82,92,2
83,66,2
39,41,2
66,13,2
96,14,2
72,47,1
84,49,2
10,72,2
45,39,2
95,67,2
93,97,1
88,28,1
99,28,1
2,95,1
5,2,2
17,4,2
15,52,2
15,61,1
39,0,1
11,18,2
17,98,2
9,94,2
20,5,1
0,36,1
29,72,2
75,39,1
91,56,2
11,45,2
63,83,2
6,88,1
11,54,1
75,57,2
72,42,2
41,73,2
2,63,2
53,47,1
53,56,1
57,17,2
22,59,2
66,93,2
68,35,1
3,73,2
30,8,2
79,59,1
11,13,1
59,99,2
19,26,1
39,4,1
91,42,2
75,34,2
21,63,1
63,87,1
44,46,2
60,72,1
96,13,2
93,78,1
10,71,1
93,96,1
86,57,1
97,66,2
98,31,1
15,24,2
57,39,1
61,9,2
17,70,1
94,24,2
0,17,1
29,53,2
40,53,1
71,77,1
31,4,1
23,0,1
41,36,1
53,10,2
95,34,1
96,8,1
64,46,2
56,42,2
3,36,2
74,87,1
97,52,2
79,22,2
67,66,2
98,62,2
19,7,1
29,48,1
84,2,1
4,0,2
84,20,2
95,20,1
56,10,1
76,6,2
2,66,1
98,12,2
51,89,1
43,85,1
35,99,2
28,60,2
36,73,2
48,47,1
52,8,1
47,91,2
6,50,2
94,32,2
81,89,1
93,54,1
34,23,2
51,57,1
54,90,2
3,17,2
85,59,1
97,33,2
51,75,1
4,98,1
15,9,1
16,72,2
78,56,1
90,30,2
40,29,2
82,44,1
17,73,1
41,3,2
29,47,2
40,47,2
33,8,2
29,56,2
52,21,1
50,88,2
52,30,1
64,4,2
54,67,2
10,42,2
11,96,1
20,74,2
67,15,1
78,15,1
74,63,2
4,75,1
78,33,2
96,78,2
55,49,1
48,10,1
82,12,1
17,41,1
65,99,1
92,62,2
21,20,2
58,69,2
60,11,1
40,42,2
10,1,2
5,84,2
52,25,2
73,57,1
74,49,2
66,45,1
95,81,2
86,23,2
20,87,1
12,92,2
17,36,2
29,1,1
71,16,2
1,91,1
29,10,1
49,86,2
5,61,2
68,99,1
15,93,1
49,95,2
52,2,1
81,74,2
25,21,1
62,70,1
23,51,1
54,66,2
31,73,1
39,86,1
17,31,1
15,97,1
38,99,1
19,58,2
39,36,1
33,11,2
66,8,1
12,46,2
97,13,2
33,96,2
35,38,2
96,54,2
64,92,1
88,77,1
71,91,1
50,77,2
25,2,1
83,74,2
23,41,1
74,34,1
13,15,2
20,63,2
41,86,1
51,41,1
13,33,2
67,13,2
78,13,1
1,40,1
72,91,1
16,47,1
26,69,1
49,89,2
54,15,1
15,96,1
51,0,2
54,33,1
0,62,1
62,46,2
4,41,2
66,25,1
86,3,2
78,8,2
70,4,1
57,34,1
87,84,1
53,91,1
14,90,1
67,93,2
18,60,1
70,98,2
27,38,2
18,78,2
48,88,1
8,61,1
0,57,1
60,71,2
52,67,2
4,27,1
16,1,1
23,49,2
16,10,1
96,30,2
68,38,2
86,83,1
97,83,1
37,87,2
14,94,1
67,97,1
73,0,1
31,12,2
39,34,1
21,84,1
72,40,2
75,73,2
33,67,2
60,93,1
34,41,2
13,18,2
74,86,1
65,28,2
74,95,1
53,72,2
37,55,1
2,97,2
3,62,2
58,7,2
69,7,1
89,74,1
7,32,2
61,21,1
8,15,1
61,30,2
42,26,2
62,4,1
73,4,1
18,68,2
30,33,1
83,45,1
23,3,2
54,18,1
51,3,2
84,37,1
64,31,2
41,75,2
2,74,1
3,39,1
68,28,1
3,57,1
77,6,1
78,60,2
66,95,2
59,65,1
3,75,1
79,43,1
90,52,2
71,48,1
26,58,2
61,25,1
28,77,1
60,29,1
92,98,1
20,2,1
60,47,1
29,78,1
48,91,2
60,56,1
4,3,2
64,17,1
21,83,1
52,61,1
81,97,2
41,70,1
72,48,2
64,44,1
56,40,1
65,18,1
34,49,2
66,90,2
61,2,2
79,38,2
8,14,1
30,14,2
48,77,2
6,80,1
64,12,1
33,52,2
86,36,2
97,45,2
97,54,1
