200,0.3,2,176,75
11,158,2
113,26,1
166,181,2
159,142,1
177,190,1
138,119,2
98,46,1
35,106,1
116,180,1
55,84,2
108,176,2
162,67,1
94,12,2
34,147,1
107,131,1
140,128,2
146,59,1
64,169,1
165,72,2
2,194,1
104,62,2
178,11,1
76,143,2
131,79,2
116,36,2
161,187,1
127,45,1
181,165,2
188,61,1
172,196,2
25,34,2
79,154,1
125,121,1
98,167,2
152,138,1
64,25,2
90,163,1
145,99,1
137,95,2
171,8,2
42,123,2
116,72,1
102,137,2
48,166,2
14,24,2
154,184,2
19,139,1
140,20,1
166,158,2
165,193,2
132,16,1
72,114,2
151,29,2
51,91,2
196,37,2
169,83,1
95,134,2
1,90,1
161,79,2
48,22,2
34,124,2
127,166,1
53,137,2
126,121,1
174,18,2
146,36,2
105,184,2
37,129,2
16,106,1
123,52,2
21,41,2
139,176,2
6,61,1
37,165,2
192,188,2
72,6,1
24,195,1
50,104,1
10,31,1
124,53,2
115,84,2
2,27,2
116,49,2
102,114,1
110,118,1
154,161,2
179,105,2
193,152,2
45,25,1
165,170,2
32,55,1
90,176,2
23,86,2
51,68,1
184,40,1
156,121,2
29,166,1
143,151,1
121,20,2
66,84,1
167,136,1
186,149,2
118,94,2
193,8,2
35,96,1
135,183,2
96,112,2
136,148,1
1,103,1
54,195,1
33,172,1
34,137,1
175,76,2
194,89,1
139,153,2
188,195,1
60,9,1
146,49,1
132,114,2
32,176,2
65,124,2
51,189,2
131,69,1
3,149,1
43,185,1
68,129,2
1,188,1
120,176,1
81,68,2
127,35,1
33,28,1
147,13,2
188,51,2
53,6,1
93,42,2
39,71,2
70,175,1
133,115,2
8,120,1
128,36,1
120,32,1
11,125,1
52,126,1
165,183,2
132,6,1
112,177,1
63,172,2
159,109,2
185,161,2
98,13,1
184,53,2
89,44,2
17,25,2
35,73,2
135,160,1
108,143,2
81,189,2
161,69,1
128,121,2
188,172,1
52,162,2
25,145,1
153,65,1
39,192,1
119,72,2
151,104,2
112,33,2
17,61,1
104,29,1
49,93,1
22,139,2
108,179,1
69,71,1
194,102,1
155,31,2
6,51,2
133,92,2
93,19,2
78,156,1
158,36,2
58,98,1
132,127,2
16,181,2
151,140,2
170,10,1
55,172,2
101,139,1
142,177,2
127,48,2
73,77,2
11,102,1
125,124,1
165,160,2
191,69,2
58,183,2
51,58,1
158,121,2
123,163,2
84,92,2
16,37,1
89,21,2
29,156,2
36,15,2
131,167,2
55,28,2
47,24,1
52,139,2
13,68,2
126,88,1
93,140,1
45,100,2
79,13,1
165,16,2
65,78,2
145,187,2
90,22,1
57,74,1
116,160,1
34,127,1
188,185,1
180,181,2
85,172,2
32,166,1
151,117,1
49,106,2
89,142,2
42,67,1
115,51,1
156,52,1
110,85,1
80,93,1
81,58,2
127,25,1
27,87,1
67,160,2
101,116,2
173,141,2
161,167,2
119,170,2
125,101,1
85,28,1
199,50,2
185,115,2
32,22,2
193,119,1
2,30,2
184,7,2
142,190,2
22,8,2
160,58,1
87,74,2
66,51,2
92,189,1
52,116,1
166,138,1
105,128,2
184,43,1
123,176,2
17,15,2
9,11,2
47,37,2
147,124,1
120,107,2
93,153,1
39,182,2
132,81,2
112,23,2
57,87,2
58,52,1
123,32,2
135,6,2
80,70,1
26,99,1
13,166,1
188,18,2
173,118,2
152,95,1
138,197,1
90,120,2
35,184,1
156,65,2
1,191,1
102,94,2
168,39,1
40,119,1
100,170,1
119,183,2
6,126,1
12,57,1
38,195,1
85,41,2
32,35,2
78,2,2
192,24,2
126,42,1
52,93,1
72,71,1
29,146,1
170,85,2
158,111,1
21,142,2
61,178,2
124,118,1
176,165,2
47,14,2
73,152,2
187,174,2
25,112,2
180,135,2
125,199,1
118,74,1
30,190,1
165,6,1
199,148,2
51,133,1
137,173,2
131,13,2
22,106,2
109,111,2
15,67,1
195,34,1
79,88,1
97,136,2
138,174,1
116,6,2
1,168,1
8,64,1
188,31,2
60,74,1
119,160,1
39,51,2
193,109,2
192,1,2
137,65,2
183,181,2
103,72,2
96,33,2
142,0,1
114,81,1
195,155,2
194,190,2
6,139,1
119,16,1
104,153,2
16,40,2
42,178,1
170,98,1
156,163,2
135,140,2
136,105,2
120,97,2
31,168,1
78,100,2
152,49,1
58,42,2
104,9,1
49,73,1
109,124,1
62,12,1
13,156,1
126,176,2
19,50,1
71,97,2
16,161,2
17,126,1
31,24,2
162,135,2
122,62,2
95,45,1
96,10,1
114,58,1
126,32,2
53,48,1
32,25,2
118,28,1
72,61,1
112,134,2
152,170,2
110,173,1
135,117,1
1,37,2
141,197,2
39,149,2
198,173,1
42,191,2
2,118,1
131,3,2
43,119,1
50,15,2
49,50,1
84,157,2
129,79,1
176,11,1
66,139,2
126,153,1
173,85,1
152,62,1
70,109,2
30,36,1
31,1,2
184,131,2
110,65,2
156,32,1
142,134,2
29,77,1
102,61,2
48,90,2
153,143,2
180,17,1
171,197,2
23,33,2
137,55,1
77,153,2
124,85,1
123,120,2
15,178,2
176,132,1
80,158,2
161,3,1
53,61,2
180,102,1
125,166,1
119,6,1
105,108,1
62,146,1
28,4,2
68,40,2
61,1,1
194,36,2
106,152,2
180,138,2
167,168,1
59,77,1
132,61,2
38,54,1
51,136,2
97,103,1
58,32,2
98,68,2
145,0,1
157,154,1
158,199,2
189,186,2
15,70,2
61,37,2
55,106,2
136,180,1
181,102,2
73,11,2
18,75,1
100,114,1
20,5,1
174,63,2
11,36,2
199,7,1
30,49,2
56,187,2
186,37,1
185,72,2
163,170,2
157,10,2
103,39,1
21,86,2
114,48,1
113,169,2
126,22,1
98,189,2
115,129,2
102,159,1
8,152,2
81,136,1
121,29,2
140,42,2
12,122,2
199,128,2
145,157,2
111,15,1
152,16,1
50,5,1
14,82,1
129,69,1
95,156,2
7,43,2
195,14,1
66,129,1
27,21,1
187,10,1
13,123,1
19,17,1
181,79,2
106,165,1
125,35,2
193,53,1
98,81,1
130,150,1
9,89,1
156,22,1
110,55,1
68,138,1
109,176,2
129,154,1
154,98,1
100,127,1
146,94,2
11,49,2
37,187,1
166,72,2
152,137,2
138,10,1
123,110,2
61,135,2
7,164,2
54,96,1
27,142,1
73,109,2
125,156,1
85,83,2
165,192,2
65,25,1
37,43,2
192,66,1
42,158,2
110,176,1
