200,0.2,2,185,34
52,159,2
18,17,2
32,101,1
132,39,1
130,115,2
142,89,1
102,16,2
93,196,1
194,99,1
58,95,2
49,126,1
189,20,2
81,78,1
147,23,1
25,34,1
91,128,2
127,81,1
43,87,2
103,138,1
150,70,2
94,169,1
190,106,1
48,22,1
99,104,1
30,4,2
63,38,1
177,23,1
49,103,1
68,116,2
5,96,2
18,115,2
46,134,1
132,137,1
152,115,1
151,150,2
90,140,2
101,149,2
136,27,1
148,1,1
173,174,1
63,159,1
169,60,1
65,88,2
124,174,1
63,15,2
117,135,1
154,53,2
132,114,1
50,81,2
69,94,2
42,77,2
80,103,1
147,13,1
59,166,2
64,15,1
97,12,1
161,33,2
12,90,2
172,42,2
158,144,1
138,86,2
16,60,1
41,153,2
161,69,1
99,94,1
139,130,2
131,46,1
81,45,1
60,22,1
125,88,2
70,152,2
144,101,2
116,39,2
173,164,2
112,154,2
123,163,1
75,123,2
48,169,2
135,137,2
27,195,1
25,122,1
158,157,2
45,100,2
10,142,1
124,164,2
190,109,2
109,121,2
88,98,1
93,176,2
70,129,1
90,107,1
196,125,1
169,171,2
188,41,1
19,83,2
43,31,2
150,14,2
94,113,2
99,48,2
23,89,2
2,115,1
117,102,1
128,111,1
187,197,1
32,143,1
58,52,1
175,79,1
113,104,1
153,140,2
32,179,1
101,129,2
88,196,2
155,106,1
46,199,2
119,183,1
63,139,1
104,140,2
115,149,1
28,1,1
33,116,1
19,181,2
148,66,1
5,17,2
165,6,1
38,51,1
103,180,1
7,63,1
67,114,1
12,178,1
132,94,1
98,101,1
43,165,2
61,70,1
108,2,2
7,99,2
73,44,2
173,131,1
92,143,2
191,36,1
103,72,2
143,108,2
195,155,2
172,22,2
112,157,1
65,45,2
124,131,1
171,63,1
109,88,2
27,198,1
194,46,2
66,126,2
39,172,2
37,99,2
196,92,2
162,99,1
106,198,2
133,72,2
118,172,1
79,101,1
144,81,1
90,110,1
164,59,2
137,42,2
158,101,2
159,66,2
84,72,2
141,197,1
148,56,2
20,136,2
