300,0.3,5,112,113
21,208,5
7,273,4
273,163,4
97,166,1
102,281,1
129,155,4
60,284,1
27,107,1
44,47,4
85,48,4
200,35,5
219,48,5
95,278,3
136,279,3
34,268,5
120,42,5
78,45,1
28,224,5
143,174,5
215,50,3
297,89,3
187,217,2
261,166,3
113,39,5
90,284,3
219,169,2
76,120,4
48,287,5
29,45,5
222,174,5
263,212,2
138,217,5
212,166,2
243,233,2
210,56,1
108,45,4
8,107,3
127,58,3
25,276,1
154,161,1
25,47,4
296,281,4
15,2,5
268,182,4
276,43,2
37,286,4
59,45,5
64,123,5
298,61,3
69,238,2
237,51,4
256,64,4
242,166,3
154,53,2
90,297,1
186,5,3
84,223,4
10,8,3
15,123,4
235,126,1
221,228,1
166,292,5
18,128,4
78,179,2
105,282,1
64,15,5
105,53,4
191,56,2
55,195,3
297,223,2
140,10,4
112,177,5
258,2,4
225,54,2
87,120,1
257,6,2
188,172,4
133,236,4
100,59,5
193,250,2
119,72,3
279,61,4
22,139,1
223,129,1
85,195,4
186,247,2
10,21,3
216,126,4
235,139,1
255,54,5
155,116,2
100,180,3
287,6,3
232,70,2
91,131,3
223,250,1
112,190,3
299,245,5
170,131,2
142,298,3
235,260,5
276,298,3
155,8,3
88,183,5
253,250,1
24,198,3
165,137,2
82,139,5
183,191,2
40,142,2
141,194,5
153,19,2
53,81,5
273,84,1
70,21,5
278,199,4
116,137,3
195,201,4
98,268,3
247,68,4
271,196,5
155,250,2
67,137,1
172,153,4
232,204,2
180,14,4
9,132,5
42,80,3
74,261,3
19,96,2
294,264,5
46,199,4
65,212,5
280,137,5
266,202,2
192,24,3
67,258,1
260,158,1
42,201,1
83,202,1
264,277,2
231,100,1
248,269,2
160,156,2
201,194,3
165,271,4
16,148,1
35,161,1
40,276,3
136,213,4
208,89,3
139,218,5
72,228,5
180,27,3
56,220,3
190,220,2
28,158,4
69,159,4
229,148,4
96,33,1
93,287,1
252,280,5
90,218,3
67,271,4
122,170,2
175,33,2
152,49,2
9,266,4
102,228,1
248,282,5
110,52,2
55,116,2
196,92,5
5,295,5
187,43,5
16,161,5
236,164,1
134,153,2
249,103,5
268,116,5
166,105,2
243,59,3
96,46,3
108,100,5
25,102,4
99,51,4
214,1,3
217,43,3
175,46,5
276,98,1
166,226,2
185,239,1
193,63,2
96,167,4
127,234,4
8,54,2
168,6,3
206,298,1
99,172,2
258,165,2
244,1,2
175,167,1
235,181,5
221,283,4
202,4,5
18,183,5
205,275,5
279,224,3
214,243,5
38,54,5
249,237,5
276,111,1
147,189,5
119,127,1
193,76,3
224,180,3
191,232,4
237,119,5
297,170,1
228,299,3
209,57,5
195,122,4
126,22,4
112,124,1
230,116,2
156,130,4
142,232,2
216,181,4
235,194,3
18,196,5
45,299,5
141,7,1
86,71,5
91,186,2
232,125,2
195,14,4
126,143,1
258,299,5
68,138,1
188,240,5
95,12,2
155,63,4
86,192,1
31,256,2
12,14,4
265,194,4
218,82,5
278,133,3
171,7,4
176,122,3
80,148,5
195,135,2
281,138,4
181,200,3
126,264,1
239,141,2
184,242,3
82,194,1
274,135,1
213,125,3
177,202,2
47,92,4
107,143,4
148,144,2
93,208,1
19,30,2
5,95,1
46,133,3
10,210,3
225,135,1
95,254,4
269,141,2
255,243,1
255,14,1
89,210,4
130,248,5
262,138,3
162,200,1
281,151,2
14,36,2
148,265,1
267,253,2
234,76,4
46,254,3
165,205,4
113,15,4
299,205,5
137,143,1
211,92,2
49,30,4
296,136,5
213,138,2
176,256,1
28,92,5
5,108,3
2,39,5
7,154,3
72,283,2
144,159,2
56,275,2
226,198,4
231,276,4
157,98,1
284,139,1
129,265,2
0,151,5
129,36,3
201,141,4
187,206,4
44,157,4
238,208,4
296,149,1
134,87,3
34,149,1
268,50,3
254,152,2
166,39,3
138,206,3
124,42,1
69,106,4
55,171,4
187,98,2
252,227,5
250,154,5
217,206,5
37,275,3
